review_id,user_id,business_id,stars,useful,funny,cool,text,date,label_reel,prediction
xwiiH78Fh3ZldVjfzBecZg,Fhmvs9iw0Jm3SlN0yBwWBQ,oDETvkVkHw7CjZj7ZOZFOQ,4,0,0,0,"Kind of remind you of Cheers, where everyone knows your name. It's like being in a neighborhood bar when you're right off the French Quarter. Food wasn't bad, nothing too fancy, but you get the feeling it was more authentic than some of the other places. Stop in for a beer and  a Po boy",2016-02-26 01:45:09,positif,neutre
g7PYKlbtCa5cV5G2_qjRFA,e4zBjDXZF3CeylsEEnVIWA,oY7Ys1bgymDCpv_y055y8w,2,2,1,0,"The bagels here are pretty good. They are boiled, not steamed, so they have a nice crust on the outside and soft on the inside. The cream cheese is delicious, and their eggs are made on the flat top right in front of you. 

However, the building itself is very run down. The outside patio is dingy and dirty. The building is in dire need of a renovation, not from being outdated but from being rundown and not maintained. 

The cashier is an older gentleman that owns the restaurant. I can tell that he spends all of his profits on his Mercedes that is always parked out front, and not on the restaurant building itself. He brags about his Mercedes and how he buys cars for his children. If you pay with a credit card he will try to put your credit card in his pocket to jokingly steal it from you and go shopping. What he doesn't realize is this is not funny, it is rather annoying.

I would have loved to give this restaurant a full five stars. Certainly the food is definitely delicious. However the staff seem very stressed out, and the cashier thinks that he's friendly but he's not. And the establishment itself is very rundown.",2016-07-24 22:42:46,négatif,négatif
ViWORg-jAYC8u3HbHHzH2g,YgpTj8V71mg1xaxW2z0l_w,K6hAv8V2cTuXQtU3VHAD6w,3,0,0,0,"I really wanted to give this restaurant five stars because the restaurant is very quaint and I truly enjoyed the owner who waited on us.  But likeability and service just don't make up for the unfortunate fact that the food is simply moderate at best.  Philly, and south Philly especially have some of the most formidable Mexican restaurants around.  I will probably not go back to this place again; in this town, you gotta do a better job with your Mexican.  Sorry guys!",2011-07-29 22:02:36,neutre,positif
dY24pwtGvioAByN-7k4Pfw,nfFuu-jV5Nf4FbttFotgrg,EtbukcoR6QW6_5fEeFcVoQ,3,1,0,0,"Love the wines but do not care for this tasting room, especially in comparison with others in SB/funk zone.  The staff (constantly changing), is not nice or accommodating...even to wine club members.  The room is extremely loud.  Please do better, Melville.",2018-11-03 19:11:50,neutre,neutre
_io4_5Utm5Y2RIzD81AgWg,ULA_yDU67JT9N5CHardz5g,7WW13UrJagKNwF7ffeFc9g,5,1,0,0,Love the French toast  they were perfect! The server was so lovely! Thank you so much,2021-04-14 17:57:42,positif,positif
i6pn4HKBEcDT5Oofr4ajVw,6JDoqUtuH8fAuZ_8QZZ43A,Qy6PgrvD6iYOtkd56ldTXQ,1,1,0,0,"Well, I just scanned the many other reviewers for East Beach Wine and sad to say all the sentiments to the owner (David?) is the same: snotty and impolite and arrogant. 

I went years ago to a Spanish wine tasting when they were at Milpas and was unimpressed. Last night went with some friends (they wanted to go in) and forgot it was the same place I went to. 

I asked the owner for a certain bottle, he responded in such a curt, trite manner.

I joined my friends in the up stairs tasting room and felt I was in some granny's attic. I bare light bulb stuck on a wall glaring in your eye, dark wood old chairs and table that look like they were gotten at a garage sale (and not the cool, old antique or shabby chic style) and a hodge podge of things they were selling and a nice sized opening in the wall with a great view of a very messy office.

Needless to say,  I'll never go to East Beach Wine again.",2011-12-01 20:49:17,négatif,négatif
ES7d2vw-bNq27p9aQwY0ZQ,lsUoXJ5LREAEPBeIzOEL3A,bLVDpwGtkc5Z-EJ39O0PCg,1,13,1,0,"I tried to defend this business but after dealing with them for the last two years, I've had enough. In two years we went through 5 separate community managers. Each one of them were different and had their own way of doing business. In the end we the board asked for a sit down with the owner and instead of meeting with us we were given our walking papers (they resigned). Sad thing is our community had been with them for 23 straight years. Sad the way the new management is running down a once proud company.",2020-06-11 14:53:40,négatif,négatif
KN-JNzHAPBJwcNVVCbNJZw,mWDWE0scnO7vGITt2PEJvA,q_FUxVwG3PqmvBTnZtM7vA,3,3,2,1,"On the one hand, it's always nice to see ANY food sometimes when one is traveling at weird hours. Due to a grueling schedule, I needed some late night grub in an unfamiliar city, and they delivered. The nice lady that took my order, also delivered it. On the other hand, it arrived to my hotel room with nary a napkin or utensil in sight.

 It could be the best food in the world, but if one has to eat it with their hands and wipe their mouth with a hotel wash rag, it's gonna cost a couple of stars. Decent eats, friendly service, but remember to ASK for stuff to eat it with if you're getting a delivery!",2015-10-15 06:35:10,neutre,positif
vE7c4E1PP0pAcQggvSJAmg,P6bXFw793Yz2jY3ILF0cDw,sBTUg4DINvmrfM2cLQZAjw,2,1,0,0,"I was driving through the neighborhood and saw the sign for cajun food so I had to come in. Unfortunately it just let me down. I really wanted cheese fries but they said there is no cheese in house. So I got the crab fries and they were so skimpy, absolutely not worth it. I also ordered the oysters which were okay. I also got some hush puppies which were the best thing I had. This place serves seafood in a steamed plastic bag which isn't my preference. Just really did not enjoy the meal and won't return again. Service was great, though.",2020-01-04 23:53:51,négatif,neutre
hhssKc1HtGdhsVW2rErluw,HefpWVYez_PykU8VJVlF1g,OgVdHdnjUP1vl5_N47Hl5w,1,1,0,0,"This place is a joke. My husband made an appointment last week for our 2 dogs for today. He showed up today and the associate said oh there's only room for one. My husband said no it's for 2 dogs that's why I took this appointment so they could be done at the same time. She literally said, 'well too bad, there's only room for one."" My husband cancelled the appointment. You won't get our business again. What a joke. It took a week to get a dual appointment. Terrible customer service.",2020-03-18 15:46:50,négatif,négatif
P8tpJ4oQ6Ub_86LXVEbEsA,36rYo-dZTwy8LUlmimgdbg,IvAa7PvfOYl0xRML5W3ebg,5,0,0,0,"My husband and I used the private event space to have a belated wedding celebration here in December.  We had a fantastic experience with their event planner, Zack, and his team.  Yards was in transition to their new facility as we were planning the event, and Zack was great with communicating with us along the way.  The venue was beautiful and service was fantastic.  The night before the party, we had a beer and a (yummy) snack at the bar downstairs - when I asked for the same beer upstairs the next night, they didn't have it but they got a pitcher of it for me even though I was happy to try something else, then kept the pitcher refilled all night! The team worked beautifully with our other vendors ensuring our cake, food, dj, and decorations were all in place.  I like to do everything myself so it is done to my standards, and Zack was adamant that I just show up and enjoy myself and they would take care of everything else - he was right! 100% would recommend Yards.",2018-01-24 16:09:46,positif,positif
XBCs3lgU1Pi-JHQkgwd0xA,QQUegfFIvNCqoaYTY_WY4w,hMCJbE4NogBHmEZw70j6NA,5,0,0,1,"One of my favorite local chains! Cafe patachou is delicious! My favorite breakfast here is: the California dreamer omelette, cinnamon toast, lightly dressed green salad, and drip coffee. I love the breakfast menu so much that I've rarely tried the lunch food, but it certainly looks just as good! I have tried the tomato soup, and it is great, creamy, flavorful!",2021-12-12 16:52:58,positif,positif
CsD6mm46nUezhat-t4_Q5g,4ZZnXS1vQkGtI8mmjd4-tw,zyPz0xvE5XkeCVH2J7g2gw,1,2,0,0,Over-priced and not worth the wait times for food & drinks. Parking is impossible to find and often will be in a paid lot. I will not be coming back due to consistently poor service and their decision to discriminate patrons by vaccination status. Don't bother commenting that you care about guests safety if your restaurant was open during the pandemic before vaccines were available.,2021-09-24 16:03:45,négatif,négatif
oXYyduMzwTA8kxAqW5jvKA,FXa48wMKmQKAVylfyl89Zg,fIxzyxcJZ2-04TZ68DkXtA,2,0,0,0,"Another reviewer wrote ""if you want a mediocre experience come here."" That is exactly what I experienced. In fact, I had not read the reviews before I came in, but was completely let down by the experience.
The interior is very nice, that is why it gets two stars. Other than that, this is not worth the money or the time.
I found the sushi to be bland, lukewarm, and totally uninspired. The California Roll was the worst I have ever had... We're talking gas station quality here. The Miso soup was ok, but still very uninspired in its flavor. The salad was good with a sauce I really enjoyed. The best part of the meal was the two pieces of pineapple at the end. 
I see no reason to ever visit here again and do not recommend it.",2018-12-10 19:02:02,négatif,négatif
74xlLSRhs0r4um2osJv3zQ,d5Y5ArN-2aQ3kxcbDcrRPA,AP_sb7dETsflRNNkJinYUQ,3,0,0,0,"OK so I've gone to this place a total of three times, once when they were down the street on Gulf Blvd  and now twice at their new location. I find that the breakfast seems to be their strong suit. I have to admit that I ordered bananas Foster over a waffle on two of the three occasions. We were really happy with the service and atmosphere. The food was also quite good. My chai latte came only lukewarm but the barrister came back apologized and prepared another one for me that was steaming hot. I would definitely recommend this place over the two other neighboring places, Beverlys and Jackie's.",2015-12-02 16:49:36,neutre,neutre
pxyDwiiF_9Ium2AN3_lriA,IaX73WNkQtspGsF3Xwgm8w,OfUF725s1RaoaEOPY3hwZg,4,0,0,0,"So excited that Poke Bros is now in North Wilmington! We have visited a few times since its grand opening and anticipate it will be a regular feature in our takeout rotation. 

They offer several pre-designed poke bowls (BF really likes the Hula, featuring shrimp!), but I like the freedom of designing my own. On my first visit, I designed a bowl with a brown-rice base with salmon and spicy tuna on top, which was delicious but dry, leaving me a bit underwhelmed and disappointed. On subsequent visits, I realized my mistake: leaving out the OG sauce (a soy sauce-like liquid that adds both flavor and moisture) --- I wish the staff would have asked if I wanted to add it the first time because it's a game-changer!

My go-to bowl starts with a mix of sushi rice and brown rice (you can do a 50-50 split of base, options including white rice, brown rice, sushi rice, and mixed greens --- I def recommend at least partial sushi rice for flavor). I then add cucumber, edamame, avocado ($1 extra), masago, crabstick ($1 extra), green onion, with salmon as my main protein (sometimes a 50-50 salmon/tuna mix). I finish with a mix of Sriracha mayo, Coconut Ginger sauce (and, of course, OG sauce), and tempura crunchies. I love that I get to enjoy all the flavors of sushi with significantly less cost (and probably more food). 

They offer a tofu option for the vegetarians among us, and chicken for those who just don't do seafood.

As several reviews have stated, the service is slow at times and they typically have one person follow you through the entirety of the encounter, which may not be the most efficient way to handle things. I also think it might help if the servers suggest toppings so that patrons say yes/no and don't miss any ingredients (I have definitely forgotten to ask for ingredients and been sad when I got home with my bowl!). 

Other FYIs: There is online ordering, though I haven't tried it and can't speak to its success yet. They also offer a loyalty program where they hole-punch a card and offer free bowls after a certain number of punches. Plenty of parking as it is within a shopping center, and usually plenty of seating as many people opt for take-out.",2018-10-14 19:24:06,positif,positif
s4cY1th9RDwkf7eXfZns2g,ZCCg7PAXyVLLPcofvn8i-w,ChtsrYW3VMynF38HVuJdBg,4,0,0,0,"Friendly staff, good food! Boulevard oysters were great & the crab cakes were definitely my fav. Definitely recommend",2021-12-10 06:12:02,positif,positif
-_mcg7AmPfMx6io_cl7bJw,Upa-u-26_RVnjoFsIimjaw,4JWuSA8tyXHteRgh_hU_Cw,3,10,4,6,"French Market Inn is conveniently located right on Decatur which gives you easy access to lots of shopping and views of the Mississippi river. The Natchez docks right across the street so you hear the horns and music all through out the day. It was the perfect location for the Halloween parade which goes right past the hotel. Perfect location for that. 

I've stayed here several times over the past two decades. After a really bad experience, I swore that I would never be back... but years passed... and I went back. The affordable price sucked me back in. They remodeled and changed things up quite a bit since my last visit. It really is beautiful. I was impressed. Until I took a closer look. There were red stains ALL OVER THE SHOWER. I called up housekeeping. was it blood? what was it? I think we figured out it was probably Hurricane juice had been splashed around. Did they work on cleaning it? Heck no, so I took pics to show everyone. This was also paying full price during Halloween weekend 2013 for my husband's 50th birthday adventure. Why didn't I learn? But then again, Location, Location Location... the Halloween parade was right outside our door. 

Ugh... and I still am traumatized about the time before this one that I stayed... it was a room up front on the second floor which was above a restaurant that is no longer there now. They came up to my room thinking my bathtub was over running but it wasn't, just stopped up... and it stayed stopped up the whole time I was there, never was fixed, never apology, never a discount... which also meant that we weren't able to clean ourselves. How is that acceptable?  This was before Yelp, many years ago. Same hotel company still owns it.  

On another trip tho, it was more of an anniversary trip in ""off season"" Dec... we checked in and were upgraded to the King Suite, top floor overlooking the Mississippi River. That was our best stay. Actually, I think the four of five times that I've stayed here, my room always faced the river so I think I've been pretty darn lucky. That's a huge plus if you don't mind the traffic and noise of Decatur. Oh and the music of the Steamboat Natchez throughout the day. A balcony would have made it sooo much sweeter... but the view of the parking lot and river is easy to deal with. Who's hanging in the room anyways. 

Johnny's Po-Boys is right around the corner... famous for their... Po-Boys!!! 

I miss the Voodoo Bar being downstairs. I met the magician actor Harry Anderson (from the TV series Night Court) there once. I pretty sure it's also where I first tasted the local Abita beer, Amber is my favorite.

Their valet takes your car to a garage about a block away. You may go in and out as often as you wish. I don't remember prices off hand, but parking in the quarter expect to pay high dollar no matter what. 

Usually the price is right here. Don't expect anything fancy. 
Don't expect good service. Don't expect much. 
You get what you pay for.",2020-11-21 06:54:58,neutre,positif
AFu2-IbiFHlHSX-LTTTHwg,qt3uRjVN0ix7h322DfiAMw,J0joPXxmN-_9Lzafspqdbw,4,0,0,0,This place was pretty fancy. It was very seems to be a popular hit in town for the locals. I enjoyed my food definitely want to try other places but this one's definitely some place I'd like to visit again,2019-05-17 23:28:31,positif,positif
MJjMQAa6xLLs3m5RYWpb6A,6GNV5NoJvQH-PY2maLEnqg,RGXb-3iUuaORNWB_nt_RcQ,5,0,0,0,"Excellent food and ambiance. Very New Orleans, but with unique twists to some of the dishes. Great, fresh ingredients.",2020-11-01 02:58:03,positif,positif
-7_d82IrNwVGjeDQkQYckw,cqBM3fWXDm6ZJOp7Tvfttg,aIdkqPF4DufRvCMmzl_I2Q,5,0,0,0,"So good!!!! Perfect serving sizes, and great, friendly service!

The spinach lasagna was so good, I'll probably crave it in a couple weeks and have to come back!",2019-07-10 17:58:18,positif,positif
sjR3aA8F1NFIXA8X4qtmFw,QHox27SokZ4nWVvA_a22Ww,KjfTHf2f38my82nQgVD1xA,5,3,0,0,"I came here because it was recommended by a friend. I have only had pho twice before I came here, once at the Cherry Hill Mall and again at a small pho place on rt 70. I can say this was definitely my best experience with pho so far. The place at the mall almost ruined pho for me as it doesn't seem fresh and they microwave it to heat it up. I'm glad I didn't let that ruin it for me because the pho here seemed completely fresh and was much better tasting. Unfortunately there wasn't a whole lot of vegetarian options but that wasn't a problem at all because it's just as good without meat. The staff was very friendly and  the food came out very quickly. It is cash only so come prepared. There isn't anything bad I can really say about this place it was an overall good experience.",2016-04-28 15:21:31,positif,neutre
1n5JIURXtlcPlpgOXPjjVA,4njz8PExLpEk5xxUFvHj-w,ZErw_GdF6YdQS18OUrVZTw,3,0,0,0,"Update.... I did finally use the gift card they sent me. I was unable to place my order online. They don't process gift cards online! Lol! Then the instructions from the online site and the person at the location: fill the online order out, just type in ""pay at location"". It wouldn't do that. So when I called the girl finally asked me if I wanted to go ahead and place my order, which I did. (This ended up being over $90, and didn't go on the points program... but, they did fix steak without peppercorn, all steaks were listed with that.(yuck! I hate pepper.) We got NY steak -rare (raw), bkd pot, green bns and scallops (4 scallops seemed small and seemed undercooked.) the Lobster Feast Rock lobster, Maine lobster, seafood linguini, bkd pot and green bns.  Only one drawn butter in the little to go container. I think2 of each drawn and regular butter would have been good, all I got for both potatoes was one each whipped little container. The steak was not bleeding, or bloody, it was raw! I swear I heard ""moo moo"" when I cut into it. But guess I would rather have it undercooked than over. As mentioned, the scallops were not firm, but squishy, the mane lobster tail was also slightly under done. I just heated things up to be sure they were ok. Everything else was really pretty good. Now, was it worth the amount before the gift card? I don't know. 
Also ordered extra biscuits (GREAT!) chocolate cake and apple (blossom) these were supposed to come with ice cream, when I asked if they could put the ice cream in separate containers, I was then told that they didn't have any. Were not having any ice cream because of COVID-19. Really? If it had just been me, I would have cancelled those, I mean, about $13 for this, I think someone could buy some at the store. I was concerned that the girl doing the curbside delivery didn't have a mask on. I am high risk, part of the reason I used curbside... no mask, undercooked food... does this location have their stuff together yet? I hope so. They were very nice this time. Order was correct.",2020-06-17 05:07:15,neutre,négatif
b2Z7_JAcZTd5oE6IQMv1lA,A9HY6iSBxygTv2Bs0uqlPw,zISlbx0dpSSE-S4c8LwDyg,5,1,0,1,"Fantastic pizza and appetizers in a cute niche of town. 
Compared to other local pizza places like Bazbeaux, Napolese definitely blows the other out of the water (out of the oven?)
 Jessie's Pie (seasonally offered) and the Hammaker's Corner are two of my favorite pizzas there. 
Their server is a really cool guy too!

Napolese is my #1 choice for Indianapolis pizza.",2015-06-30 05:26:53,positif,positif
t-tnEoIJFXB76CLCfvgHew,xAYyERpmiYAsjo2wB1kwdw,eLjXnfYwkr8zz0VhwMhOGw,4,0,0,0,"Lovely environment. The garlic knots are awesome and the butter is delicious! Ordered lemonade and it wasn't good at all, but the server was efficient and offered to get a new one (with more sugar) but I settled with the water. The pizza is really good, the pepperoni is salami so a tad different than what most are used to. It's good but wasn't the best brick oven pizza we've had. The service was prompt and restaurant was busy and loud (a little past happy hour), but clean and laid back for a magazine spot full of wine.",2017-06-05 00:58:01,positif,neutre
TQSlXov_vUHwAlR27N2k7w,RrBbgY2ZOlTpsLvcg7Ou1w,qY-BUQY-SFBaSrFHowF3nA,4,0,0,0,"I tried their all you can eat bbq.  As a korean, I wasn't sure how good their marinated meat would be.  To be brutally honest, the marinated meat was not really korean but more chinese in flavor.  The marinated beef was the closest to being korean but still lacked flavor so I put more of the korean bbq sauce on it before putting it on the grill.  

Other than the marinated meat, other meats were quite good quality.  The ice cream they give when you check in was also really awesome!! Especially the green tea flavor-not too sweet and more matcha flavor.",2019-08-15 14:48:58,positif,neutre
Qk5j61eehoJ8_Rgyuo4-ag,cufhYFdyrUAt4SWe-m0grQ,myksqxf1k8Z_3KA_7vzn3Q,4,12,7,4,"So, I bought a house last year (yay!). And, then I realized I needed to fill it (boo?). For the majority of my time I work from home (yay!). But sitting on the couch/kitchen table just was not conducive to the space I now had (boo?). Since I am without kids for now, I had a bedroom with big windows, a window seat, wonderful light, and fantastic views to use as an office. I have a fancy printer, briefcase, diplomas, fancy rug, and all other sort of office things. I just needed a big ol' desk and a modern, ergonomic chair.

First stop was Office Depot on/in West End. The manager, Mindy, took great care of me and I found both the heavy, austere, dark wood desk I wanted as well as the modern ergonomic chair I needed to make sure my Mr. Burns-like posture was held at bay for as long as possible. Thing is, this stuff is big, heavy and comes in pieces. What to do? Delivery and assembly.

The delivery part of the tale was a nightmare. Courier Express was a complete disaster: late, argumentative, disagreeable, and threw my heavy boxes into my (open) doorway and kept it moving. The whole point of delivery was having them deliver to where I needed the furniture set up. Didn't happen. Phone calls to their office/warehouse was about as effective as the Cubs in September.* Vowing a fatwa, I managed to figure out a way to carry the crazy heavy pieces through the ground floor, up the stairs and to my office. And then I waited for assembly. I was a bit scared.

I shouldn't have been. My guy was on time, polite, came with all his tools, and was ready to get to work. I posted up downstairs and let him have at it. In no time at all, I had an office chair that suited me to a tee (I'm sitting in it now). It seems like a small thing but it was so gratifying to finally have. Then came time for leviathan. This desk was no joke but as I listened to hammering, drills and the like, before I knew it, I had a large, stately desk that is going to serve me well for many years to come. I was extremely impressed with the speed with which he worked. I offered water but he had his own. This guy was good. AND, he put all the mess back in the boxes which significantly cut down on my clean up. I would use ARS again and again for my big furniture assembly projects. Why do it yourself when you can pay a pro to do it better than you could?

*I got my money back for the (non)service.",2015-08-25 15:28:31,positif,positif
goNSacJ0J5AkIhb00ZrDSw,TbQrC4tFN28cuzJQeDqKWg,w4InIM3sh9h4kY98zBge2w,5,4,0,0,"Tim & the Pro-Imports Crew took care of our vehicle and I felt that his invoice was fair and reasonable given the circumstances.  

Tim also filed all the required paperwork with the warranty company and went to bat for us when he thought the warranty company should pay additional sums towards the repairs

Every interaction was pleasant and straight forward.  I was never left guessing on the status of the repairs or the cost.

Highly Recommend.",2015-03-30 11:40:30,positif,positif
RCy6wIMaysNeiQug2iMN4Q,1cIkzm2CGXelQeren86qBA,4j7E-COjWKjC-S1Yr8eX_Q,5,2,0,0,"Very friendly staff. All of the food was authentic and freshly made, as you can see the chef in the kitchen cooking everything (assuming you get the right seat). Will definitely return!",2018-02-08 23:14:49,positif,positif
014ejVdVHd_vqBoJmTdwXQ,qee4V9KbYgaI_Kwn9rD_YA,eqWtg-J0YDz46p_C9tRQ7w,1,1,0,0,"Beware:  BED BUGS.  My daughter stayed here for 3 nights last week, checking out on Thursday, 11/1.  She was training in Deptford for a new job, and the company put her and several other trainees up at the Fairfield Inn. Renovation was taking place in parts of the hotel. As other reviews have stated, there was an unpleasant odor of mold. My daughter cut her foot the first night on a broken off piece of metal from the base of the bed in the room. The hotel sent someone up to file off the sharp piece after she reported it.  Luckily, her tetanus shot is current.  Another evening, she came back to the hotel from training and went into the bathroom, almost falling due to water covering the floor. Apparently, several other rooms were also flooded.  She reported this, and was moved to another room.  In the meantime, a fellow trainee was bitten by bed bugs in her hotel room, which caused an allergic reaction, sending her to the ER (on her birthday, no less).  She took a picture of one of the bed bugs. The hotel allowed the woman to stay an extra night free of charge in order to treat her clothing/belongings so she wouldn't take the bed bugs back to her home on Thursday. My daughter called me in tears Thursday morning.  Her husband had stayed with her the previous night and discovered bites all over his body when he returned home to Philadelphia that morning. My daughter was panicking that her suitcase might be infested, and could do nothing about it as she needed to be in training all day.  I called Nisha, the manager at the Fairfield Inn, and asked that something be done; e.g. send someone to my daughter's nearby training site to pick up her suitcase and inspect the contents then treat them if infested.  At first, Nisha said there was not a bed bug problem at the hotel.  When she found out that I knew about the trainee that had gone to the ER due to bed bug bites, she said she could not discuss that. Nisha said there was nothing they could do about my daughter's possible infestation. She said she and another hotel employee had gone through my daughter's hotel room (Room 123) and not seen evidence of bed bugs. Since she had been less than honest about the bed bug problem, I had little faith in her word. I ended up having to drive from Philadelphia to the training site and going through my daughter's suitcase in the parking lot. It was hard to ascertain if there was an infestation as most of my daughter's clothes were black, so I piled everything in a large black trash bag.  When I took my daughter home, we washed and dried everything on high heat that we could.  Now we must just wait and see if her house is infested as a result of her stay at the Fairfield Inn. I called the Marriott corporate office and filed a complaint. I would NEVER stay at this hotel. Obviously, from the last few years of bad reviews, they are still not seriously addressing important health and safety issues that affect their customers.",2018-11-03 14:32:17,négatif,négatif
_x7qzn6GY84dq6FzuqXMfA,80IJeuTvyRJUwMuxI9wPIw,_yQknBb12RLQA1FhZsJPSA,5,0,0,0,"Amazing dinner!!! Chef Charlotte bought the veggies that day at the Farmers Market and made the most amazing southern comfort food from it. Flank steak with cimichurri sauce and fabulous fried chicken with cream gravy, roasted butter potatoes, fried okra and squash casserole that was inspired. Not to mention an amazing happy hour! You had me at $3 mimosas. Hidden gem!! Call ahead to see what Chef Charlotte is making.",2016-07-01 23:37:36,positif,positif
